industry, index, s1, r, s2, 
publicSecurity, 14, Nebraska MedicinePolice SUV patrol, of, country Police Community Relations and PartnershipsNew Fire Station, 
publicSecurity, 14, country Police Community Relations and PartnershipsNew Fire Station, budgeted, state, 
publicSecurity, 14, state, of, art Fire Apparatus and Ambulances New Fire Station Alerting System, 
publicSecurity, 14, art Fire Apparatus and Ambulances New Fire Station Alerting System, enhance, service delivery, 
publicSecurity, 14, OFD and OPD, shared into, service, 
publicSecurity, 14, OFD and OPD, shared after, hiatus, 
publicSecurity, 14, hiatus, of, being, 
publicSecurity, 14, OFD and OPD, shared in, serviceHighest Insurance Services Offices rating, 
publicSecurity, 14, group, is, holding, 
publicSecurity, 14, month, begin, collecting, 
publicSecurity, 14, current, quality, state of crime, 
publicSecurity, 14, first, quality, response efforts, 
publicSecurity, 14, Lowest, quality, statement, 
publicSecurity, 14, last, quality, years Lowest number of shootings, 
publicSecurity, 14, additional, quality, years Lowest number of shootings, 
publicSecurity, 14, highest, quality, Nebraska MedicinePolice SUV patrol, 
publicSecurity, 14, additional, quality, Nebraska MedicinePolice SUV patrol, 
publicSecurity, 14, long, quality, hiatus, 
publicSecurity, 14, recall, quality, group, 
publicSecurity, 14, 20, number, years Lowest number of shootings, 
publicSecurity, 14, 5th, number, Police PrecinctMerged police crime laboratory, 
publicSecurity, 14, one, number, country Police Community Relations and PartnershipsNew Fire Station, 
publicSecurity, 14, 3120, number, state, 
publicSecurity, 14, two, number, fire apparatus, 
publicSecurity, 15, bond, pay for, safety, 
publicSecurity, 15, upgrades, approved, Tuesday, 
publicSecurity, 15, bond, pay for for, ballot, 
publicSecurity, 15, bond, pay for by, Board of Supervisors, 
publicSecurity, 15, more, quality, Board of Supervisors, 
publicSecurity, 15, public, quality, safety, 
publicSecurity, 15, seismic, quality, upgrades, 
publicSecurity, 15, 600, number, bond, 
publicSecurity, 15, ESER Bond, provides, categories, 
publicSecurity, 15, ESER Bond, provides for, funding, 
publicSecurity, 15, funding, go, details, 
publicSecurity, 15, ESER Bond, provides for, projects, 
publicSecurity, 15, projects, come if, voters, 
publicSecurity, 15, projects, take, vote, 
publicSecurity, 15, proposed, quality, vote, 
publicSecurity, 15, general, quality, categories, 
publicSecurity, 15, exact, quality, details, 
publicSecurity, 15, specific, quality, projects, 
publicSecurity, 15, two-thirds, quality, vote, 
publicSecurity, 15, 2020, number, ESER Bond, 
publicSecurity, 16, officers, joined, River Rouge Department of Public Safety, 
publicSecurity, 16, officers, joined after, ceremony May, 
publicSecurity, 16, Joshua Smith and James Vanderaa Jr., graduated from, Wayne County Regional Police Academy, 
publicSecurity, 16, Joshua Smith and James Vanderaa Jr., graduated from, road patrol, 
publicSecurity, 16, officers, joined over, months.At, 
publicSecurity, 16, months.At, of, months, 
publicSecurity, 16, trio, head, training, 
publicSecurity, 16, Anthony McGee, graduated from, Schoolcraft Fire Academy, 
publicSecurity, 16, officers, joined on, May, 
publicSecurity, 16, new, quality, officers, 
publicSecurity, 16, swearing-in, quality, ceremony May, 
publicSecurity, 16, next, quality, road patrol, 
publicSecurity, 16, academy, quality, training, 
publicSecurity, 16, fourth, quality, trio, 
publicSecurity, 16, Three, number, officers, 
publicSecurity, 16, 7.Anthony, number, Kucinski, 
publicSecurity, 16, five, number, days, 
publicSecurity, 16, four, number, months.At, 
publicSecurity, 16, four, number, months, 
publicSecurity, 16, 1, number, , 
publicSecurity, 16, ', If, something, 
publicSecurity, 16, ', If, things, 
publicSecurity, 16, something, are, going, 
publicSecurity, 16, way, think, —, 
publicSecurity, 16, way, think, administration, 
publicSecurity, 16, way, think, March, 
publicSecurity, 17, policing, be, ', 
publicSecurity, 17, ', of, techniques, 
publicSecurity, 17, techniques, —, techniques, 
publicSecurity, 17, techniques, —, targets, 
publicSecurity, 17, policing, be for, police intervention and prevent crime, 
publicSecurity, 17, policing, be for, crimes, 
publicSecurity, 17, policing, be by, making, 
publicSecurity, 17, Predictive, quality, policing, 
publicSecurity, 17, analytical, quality, techniques, 
publicSecurity, 17, quantitative, quality, techniques, 
publicSecurity, 17, likely, quality, targets, 
publicSecurity, 17, past, quality, crimes, 
publicSecurity, 17, 2013, number, RAND Corporation report, 
publicSecurity, 17, ', improve, process, 
publicSecurity, 17, ', developed, set, 
publicSecurity, 17, set, of, machine-learning models, 
publicSecurity, 17, machine-learning models, called, Patternizr. ' Patternizr, 
publicSecurity, 17, NYPD, deployed in, December, 
publicSecurity, 17, NYPD, is, decision support tool and recommendation engine, 
publicSecurity, 17, ', improve that, set of machine learning models, 
publicSecurity, 17, set of machine learning models, ', searching, 
publicSecurity, 17, ', improve for, crime patterns, 
publicSecurity, 17, ', improve for, Levine and Chohlas-Wood note, 
publicSecurity, 17, first, quality, NYPD, 
publicSecurity, 17, ', quality, decision support tool and recommendation engine, 
publicSecurity, 17, efficient, quality, crime patterns, 
publicSecurity, 17, three, number, machine-learning models, 
publicSecurity, 17, 2016, number, decision support tool and recommendation engine, 
publicSecurity, 18, ' Baltimore County Executive John Olszewski, said in, statement, 
publicSecurity, 18, emailed, quality, statement, 
publicSecurity, 18, 6:30, number, p.m. ', 
publicSecurity, 18, ' Chief Hyatt, excited, community, 
publicSecurity, 18, ' Chief Hyatt, excited, communities, 
publicSecurity, 18, ' Chief Hyatt, excited about, safety concerns and collaborations., 
publicSecurity, 18, safety concerns and collaborations., ', county, 
publicSecurity, 18, safety concerns and collaborations., has, meetings, 
publicSecurity, 18, safety concerns and collaborations., gather, input, 
publicSecurity, 18, ' Chief Hyatt, excited on, crisis, 
publicSecurity, 18, ' Chief Hyatt, excited on, response, 
publicSecurity, 18, public, quality, safety concerns and collaborations., 
publicSecurity, 18, public, quality, meetings, 
publicSecurity, 18, opioid, quality, crisis, 
publicSecurity, 18, two, number, meetings, 
publicSecurity, 18, response, belongs-to, county, 
publicSecurity, 19, debate, about, ', 
publicSecurity, 19, ', accompanied by, law, 
publicSecurity, 19, law, of, weapons and tactics, 
publicSecurity, 19, weapons and tactics, has, theme, 
publicSecurity, 19, theme, of, policing, 
publicSecurity, 19, debate, about for, years, 
publicSecurity, 19, military-like, quality, weapons and tactics, 
publicSecurity, 19, central, quality, theme, 
publicSecurity, 19, use, belongs-to, enforcement, 
publicSecurity, 19, law enforcement, faces, battle, 
publicSecurity, 19, law enforcement, ensure, officers, 
publicSecurity, 19, law enforcement, have, mindset, 
publicSecurity, 19, law enforcement, faces about, role and influence, 
publicSecurity, 19, law enforcement, faces on, society, 
publicSecurity, 19, healthy, quality, officers, 
publicSecurity, 20, reporters April, plans, violence, 
publicSecurity, 20, reporters April, plans in, city, 
publicSecurity, 20, reporters April, plans after, meeting, 
publicSecurity, 20, reporters April, plans with, safety agencies, 
publicSecurity, 20, reporters April, plans at, Chicago police headquarters, 
publicSecurity, 20, summertime, quality, violence, 
publicSecurity, 20, key, quality, city, 
publicSecurity, 20, 29, number, violence, 
publicSecurity, 20, Lori Lightfoot, sat, Monday, 
publicSecurity, 20, Lori Lightfoot, sat with, heads, 
publicSecurity, 20, heads, of, safety agencies, 
publicSecurity, 20, safety agencies, strategize about, dealing, 
publicSecurity, 20, Lori Lightfoot, sat with, Chicago violence ', 
publicSecurity, 20, Lori Lightfoot, sat with, spokeswoman, 
publicSecurity, 20, mayor, met with, police Superintendent Eddie Johnson, 
publicSecurity, 20, Lori Lightfoot, sat from, transition, 
publicSecurity, 20, Lori Lightfoot, sat team., ', 
publicSecurity, 20, ', wanted, focus, 
publicSecurity, 20, ', gathered, understood, 
publicSecurity, 20, Lori Lightfoot, sat that, using, 
publicSecurity, 20, Lori Lightfoot, sat beyond, police department, 
publicSecurity, 20, police department, keep, communities, 
publicSecurity, 20, police department, safe, Lightfoot, 
publicSecurity, 20, police department, said in, statement, 
publicSecurity, 20, Mayor-elect, quality, Lori Lightfoot, 
publicSecurity, 20, key, quality, heads, 
publicSecurity, 20, said.The, quality, spokeswoman, 
publicSecurity, 20, sure, quality, ', 
publicSecurity, 20, comprehensive, quality, ', 
publicSecurity, 20, ', quality, Lightfoot, 
publicSecurity, 20, Attorney Kim Foxx, belongs-to, State, 
publicSecurity, 20, transition, belongs-to, Lightfoot, 
publicSecurity, 21, platform, continues, coverage, 
publicSecurity, 21, platform, continues for, responders, 
publicSecurity, 21, responders, performs, percent, 
publicSecurity, 21, platform, continues than, network, 
publicSecurity, 21, first, quality, responders, 
publicSecurity, 21, other, quality, percent, 
publicSecurity, 21, 25, number, percent, 
publicSecurity, 21, coverage and capacity, needed, Chris Sambar, 
publicSecurity, 21, coverage and capacity, needed, T, 
publicSecurity, 21, first, quality, coverage and capacity, 
publicSecurity, 22, city council, voted, renewal, 
publicSecurity, 22, renewal, of, ad valorem, 
publicSecurity, 22, money, raise, dollars, 
publicSecurity, 22, money, help, employee salaries and equipment, 
publicSecurity, 22, money, raise among, things, 
publicSecurity, 22, other, quality, things, 
publicSecurity, 22, one, number, dollars, 
publicSecurity, 23, Avaya IX Workplace, unified, communications solutions, 
publicSecurity, 23, Avaya IX Workplace, unified for, enterprise, 
publicSecurity, 23, enterprise, deliver, emergency data, 
publicSecurity, 23, Avaya IX Workplace, unified through, integration, 
publicSecurity, 23, Avaya IX Workplace, unified with, Secure SENTRY™ and RapidSOS, 
publicSecurity, 23, 911, number, Secure SENTRY™ and RapidSOS, 
publicSecurity, 23, Avaya, continues, innovation, 
publicSecurity, 23, Avaya, continues as, part, 
publicSecurity, 23, part, of, commitment, 
publicSecurity, 23, part, of, safety communications and collaboration, 
publicSecurity, 23, new, quality, innovation, 
publicSecurity, 23, ongoing, quality, commitment, 
publicSecurity, 23, public, quality, safety communications and collaboration, 
publicSecurity, 24, TVF, responded, injury motor vehicle collision, 
publicSecurity, 24, TVF, responded at, Springbrook Road and Haworth Avenue, 
publicSecurity, 24, TVF, responded at, burn complaint, 
publicSecurity, 24, TVF, responded on, Ninth Street, 
publicSecurity, 24, unknown, quality, injury motor vehicle collision, 
publicSecurity, 24, TVF, responded, requests, 
publicSecurity, 24, TVF, responded for, assistance, 
publicSecurity, 24, TVF, responded on, Brutscher Street and Elliott Road, 
publicSecurity, 24, lift, quality, assistance, 
publicSecurity, 25, action, came, May, 
publicSecurity, 25, multi-use vehicle, be, risk calls, 
publicSecurity, 25, action, came like, shooter, 
publicSecurity, 25, action, came like, gunman, 
publicSecurity, 25, action, came like, HCPD SWAT, 
publicSecurity, 25, shooter, engage, threat, 
publicSecurity, 25, action, came on, scene, 
publicSecurity, 25, action, came while, increasing, 
publicSecurity, 25, action, came for, officers, 
publicSecurity, 25, armored, quality, multi-use vehicle, 
publicSecurity, 25, high, quality, risk calls, 
publicSecurity, 25, active, quality, shooter, 
publicSecurity, 25, other, quality, officers, 
publicSecurity, 25, 7, number, Commission, 
publicSecurity, 25, helmets, have, capabilities, 
publicSecurity, 25, helmets, allow, SWAT officers, 
publicSecurity, 25, helmets, speak, suspects, 
publicSecurity, 25, helmets, speak, night vision goggles, 
publicSecurity, 25, helmets, are, being, 
publicSecurity, 25, helmets, purchased, officers, 
publicSecurity, 25, helmets, see, images, 
publicSecurity, 25, helmets, have in, County Manager Brad Johnson, 
publicSecurity, 25, County Manager Brad Johnson, presented, resolution, 
publicSecurity, 25, Board, talked about, planning and implementation stages, 
publicSecurity, 25, Board, attain, capital equipment, 
publicSecurity, 25, helmets, have for, HCPD, 
publicSecurity, 25, helmets, have for, FEMA training, 
publicSecurity, 25, helmets, have for, police standoff, 
publicSecurity, 25, summer, took, place, 
publicSecurity, 25, public, quality, suspects, 
publicSecurity, 25, total, quality, images, 
publicSecurity, 25, extensive, quality, HCPD, 
publicSecurity, 25, last, quality, summer, 
publicSecurity, 25, recent, quality, police standoff, 
publicSecurity, 25, one, number, suspects, 
publicSecurity, 26, event, runs from, a.m., 
publicSecurity, 26, p.m., be, Coast Guard Station Oak Island, 
publicSecurity, 26, p.m., located at, Caswell Beach Road, 
publicSecurity, 26, 10, number, a.m., 
publicSecurity, 26, 2, number, p.m., 
publicSecurity, 26, 300, number, Caswell Beach Road, 
publicSecurity, 26, Representatives, from, state, 
publicSecurity, 26, Representatives, from, agencies, 
publicSecurity, 26, state, be on, hand, 
publicSecurity, 26, state, interact with, participants, 
publicSecurity, 26, state, interact with, safety equipment, 
publicSecurity, 26, state, used during, emergency situations, 
publicSecurity, 26, multiple, quality, state, 
publicSecurity, 26, local, quality, agencies, 
publicSecurity, 27, Peace Officers Memorial Day, gave, communities, 
publicSecurity, 27, Peace Officers Memorial Day, gave across, country reason, 
publicSecurity, 27, country reason, pause, service, 
publicSecurity, 27, service, of, officers Wednesday, 
publicSecurity, 27, Peace Officers Memorial Day, gave in, Carroll County, 
publicSecurity, 27, Carroll County, recognized, safety professionals, 
publicSecurity, 27, Peace Officers Memorial Day, gave for, service, 
publicSecurity, 27, Peace Officers Memorial Day, gave in, year.The, 
publicSecurity, 27, Public Safety Awards, held for, time, 
publicSecurity, 27, Public Safety Awards, hosted by, Carroll County Chamber of Commerce.The Public Safety Awards Committee, 
publicSecurity, 27, Public Safety Awards, made up, safety professionals and Chamber of Commerce members, 
publicSecurity, 27, Peace Officers Memorial Day, gave from, Carroll, 
publicSecurity, 27, Carroll, chose, groups and individuals, 
publicSecurity, 27, Carroll, recognized.The, Gamber Water Rescue Team and volunteers, 
publicSecurity, 27, Peace Officers Memorial Day, gave from, fire companies, 
publicSecurity, 27, Peace Officers Memorial Day, gave across, county, 
publicSecurity, 27, county, awarded, Gold Medal of Valor, 
publicSecurity, 27, Peace Officers Memorial Day, gave on, Wednesday morning, 
publicSecurity, 27, local, quality, Carroll County, 
publicSecurity, 27, outstanding, quality, service, 
publicSecurity, 27, past, quality, year.The, 
publicSecurity, 27, annual, quality, Public Safety Awards, 
publicSecurity, 27, third, quality, time, 
publicSecurity, 27, public, quality, safety professionals and Chamber of Commerce members, 
publicSecurity, 27, members, of, rescue team, 
publicSecurity, 27, rescue team, reached, van, 
publicSecurity, 27, rescue team, reached, windows, 
publicSecurity, 27, rescue team, find, occupants, 
publicSecurity, 27, members, of inside, , 
publicSecurity, 27, unharmed, quality, occupants, 
publicSecurity, 27, four, number, occupants, 
publicSecurity, 28, firefighters and emergency responders, gathered in, parking lot of North East High School Saturday, 
publicSecurity, 28, firefighters and emergency responders, educate, community members, 
publicSecurity, 28, firefighters and emergency responders, gathered in about, way, 
publicSecurity, 28, People, think, town, 
publicSecurity, 28, town everybody, knows, everybody, 
publicSecurity, 28, town everybody, know, police, 
publicSecurity, 28, town everybody, are, firefighters, 
publicSecurity, 28, town everybody, are, way, 
publicSecurity, 28, town everybody, work, ', 
publicSecurity, 28, town everybody, said, Bobbi Randall, 
publicSecurity, 28, Bobbi Randall, of, North East Public Safety Day committee, 
publicSecurity, 28, interactive, quality, way, 
publicSecurity, 28, ', quality, People, 
publicSecurity, 28, small, quality, town, 
publicSecurity, 28, small, quality, town everybody, 
publicSecurity, 28, other, quality, community members, 
publicSecurity, 28, event kids, has, chance, 
publicSecurity, 28, event kids, try, putting, 
publicSecurity, 28, fire, learn, ways, 
publicSecurity, 28, event kids, has around, demonstration, 
publicSecurity, 28, officers, brought, k, 
publicSecurity, 28, ' s, show, everyone, 
publicSecurity, 28, ' s, ', looking, 
publicSecurity, 28, event kids, has for, search, 
publicSecurity, 28, re, quality, everyone, 
publicSecurity, 28, 9, number, ' s, 
publicSecurity, 29, Spring rescues, consistent for, lifeguardsSan Diego Fire, 
publicSecurity, 29, Spring rescues, consistent for, Rescue Marine Safety Lt. Rich Stropky, 
publicSecurity, 29, Spring rescues, told, La Jolla Shores Association, 
publicSecurity, 29, Spring rescues, consistent for during, May, 
publicSecurity, 29, Spring rescues, consistent for that, spring, 
publicSecurity, 29, spring, had, ', 
publicSecurity, 29, Spring rescues, consistent for in, terms of rescues, 
publicSecurity, 29, terms of rescues, ', water, 
publicSecurity, 29, terms of rescues, warmed, bit, 
publicSecurity, 29, Spring rescues, consistent for so, rescues, 
publicSecurity, 29, rescues, are, rescues, 
publicSecurity, 29, rescues, are, time of year. ' Stropky, 
publicSecurity, 29, rescues, added that, lifeguards, 
publicSecurity, 29, rescues, are, reporting, 
publicSecurity, 29, Spring rescues, consistent for for, duty, 
publicSecurity, 29, Spring rescues, consistent for for, year, 
publicSecurity, 29, local, quality, lifeguardsSan Diego Fire, 
publicSecurity, 29, typical, quality, ', 
publicSecurity, 29, little, quality, bit, 
publicSecurity, 29, much, quality, water, 
publicSecurity, 29, cliff, quality, rescues, 
publicSecurity, 29, consistent, quality, rescues, 
publicSecurity, 29, seasonal, quality, lifeguards, 
publicSecurity, 29, 8, number, meeting, 
publicSecurity, 29, 200, number, year, 
publicSecurity, 29, 50, number, lifeguards, 
publicSecurity, 30, experience, in, safety, 
publicSecurity, 30, safety, be, asset, 
publicSecurity, 30, ' USU President Noelle Cockett, said in, statement, 
publicSecurity, 30, ', quality, statement, 
publicSecurity, 30, public, quality, safety, 
publicSecurity, 30, great, quality, asset, 
publicSecurity, 30, Morris, was, director, 
publicSecurity, 30, director, of, safety, 
publicSecurity, 30, Morris, was for, Brigham Young University-Hawaii, 
publicSecurity, 30, Morris, was for, Cultural Center adjacent, 
publicSecurity, 30, last, quality, Cultural Center adjacent, 
publicSecurity, 30, public, quality, safety, 
publicSecurity, 30, Polynesian, quality, Cultural Center adjacent, 
publicSecurity, 30, five, number, years, 
publicSecurity, 31, proposal, involve, positions, 
publicSecurity, 31, proposal, involve with, Crisis Response Team, 
publicSecurity, 31, Crisis Response Team, focuses on, violence, 
publicSecurity, 31, additional, quality, proposal, 
publicSecurity, 31, domestic, quality, violence, 
publicSecurity, 31, six, number, positions, 
publicSecurity, 31, Police Chief William McManus, expressed, confidence, 
publicSecurity, 31, Police Chief William McManus, expressed in, staffing levels, 
publicSecurity, 31, Police Chief William McManus, expressed in, department, 
publicSecurity, 31, department, has, budget, 
publicSecurity, 31, Police Chief William McManus, expressed for, year, 
publicSecurity, 31, current, quality, staffing levels, 
publicSecurity, 31, fiscal, quality, year, 
publicSecurity, 31, 492.3, number, budget, 
publicSecurity, 31, 2019, number, , 
publicSecurity, 32, decision, goes into, effect, 
publicSecurity, 32, decision, goes into on, July, 
publicSecurity, 32, July, of, month, 
publicSecurity, 32, Alpine and Highland, vote on, city budgets, 
publicSecurity, 32, Alpine and Highland, require, increase, 
publicSecurity, 32, Alpine and Highland, cover, fire district costs, 
publicSecurity, 32, Alpine and Highland, used, cities, 
publicSecurity, 32, decision, goes into as, funding, 
publicSecurity, 32, funding, raise, wage of Lone Peak police officers, 
publicSecurity, 32, decision, goes into among, costs, 
publicSecurity, 32, year.This, quality, month, 
publicSecurity, 32, additional, quality, funding, 
publicSecurity, 32, starting, quality, wage of Lone Peak police officers, 
publicSecurity, 32, other, quality, costs, 
publicSecurity, 32, 1, number, month, 
publicSecurity, 32, three, number, cities, 
publicSecurity, 32, Alpine, is, Highland, 
publicSecurity, 32, cost share, be, according, 
publicSecurity, 32, city, needs, year, 
publicSecurity, 32, Alpine, is for, Lone Peak Public Safety District, 
publicSecurity, 32, smaller, quality, Alpine, 
publicSecurity, 32, split, quality, cost share, 
publicSecurity, 32, additional, quality, city, 
publicSecurity, 32, 35/65, number, Alpine Mayor Troy, 
publicSecurity, 32, 701000, number, year, 
publicSecurity, 33, Paul Locke, along, officers Richard Corbin and Noi Jones, 
publicSecurity, 33, officers Richard Corbin and Noi Jones, attended, Maine Impaired Driving Summit, 
publicSecurity, 33, officers Richard Corbin and Noi Jones, learn from, experts, 
publicSecurity, 33, Paul Locke, along from, law enforcement, 
publicSecurity, 33, Paul Locke, along from, traffic safety researchers, 
publicSecurity, 33, national, quality, experts, 
publicSecurity, 33, 2019, number, Maine Impaired Driving Summit, 
publicSecurity, 33, June, was, Vermont Law Enforcement Torch Run, 
publicSecurity, 33, June, support, awareness, 
publicSecurity, 33, 7, number, Vermont Law Enforcement Torch Run, 
publicSecurity, 34, resolution, says that, d, 
publicSecurity, 34, resolution, says that like, answers, 
publicSecurity, 34, ', said, Maureen McCarville, 
publicSecurity, 34, ', said, Judiciary Committee.The Public Protection, 
publicSecurity, 34, ', said, Judiciary Committee, 
publicSecurity, 34, chair of Public Protection, voted, support, 
publicSecurity, 34, support, of, resolution, 
publicSecurity, 34, resolution, says that with, language, 
publicSecurity, 34, language, investigate, firm, 
publicSecurity, 34, language, investigate, party, 
publicSecurity, 34, expanded, quality, language, 
publicSecurity, 34, architectural, quality, firm, 
publicSecurity, 34, firm, is, business, 
publicSecurity, 34, Public Safety Building, opened in, intention, 
publicSecurity, 34, intention, of, adding, 
publicSecurity, 34, firm, is at, date, 
publicSecurity, 34, original, quality, firm, 
publicSecurity, 34, resolution.The, quality, Public Safety Building, 
publicSecurity, 34, later, quality, date, 
publicSecurity, 34, 1994, number, intention, 
publicSecurity, 35, city of Charleston, close, loophole, 
publicSecurity, 35, city of Charleston, close, penalty, 
publicSecurity, 35, city of Charleston, close for, someone, 
publicSecurity, 35, someone, of, crash, 
publicSecurity, 35, city of Charleston, close if, crash, 
publicSecurity, 35, crash, does, injury, 
publicSecurity, 35, crash, does, damage.The, 
publicSecurity, 35, crash, proposed, ordinance, 
publicSecurity, 35, crash, stems from, Gus Molony, 
publicSecurity, 35, crash, impassioned, plea, 
publicSecurity, 35, city of Charleston, close before, City Council, 
publicSecurity, 35, City Council, review, DUI sentence, 
publicSecurity, 35, City Council, handed, October arrest.In, 
publicSecurity, 35, woman, hit, bicycle driver, 
publicSecurity, 35, city of Charleston, close on, Meeting Street, 
publicSecurity, 35, city of Charleston, close on, scene, 
publicSecurity, 35, significant, quality, injury, 
publicSecurity, 35, resident, quality, Gus Molony, 
publicSecurity, 35, recent, quality, ordinance, 
publicSecurity, 35, pedicab, quality, bicycle driver, 
publicSecurity, 35, crashes, into, bicycle taxi, 
publicSecurity, 35, crashes, into in, Charleston, 
publicSecurity, 35, crashes, into in, driversOn Thursday, 
publicSecurity, 35, City Councilman Peter Shahid, asked that, city, 
publicSecurity, 35, attorneys, craft, ordinance, 
publicSecurity, 35, attorneys, addresses, accident, 
publicSecurity, 35, accident, of, nature, 
publicSecurity, 35, crashes, into so, motorist, 
publicSecurity, 35, motorist, has, obligation, 
publicSecurity, 35, motorist, stop at, scene, 
publicSecurity, 35, scene, of, accident regardless, 
publicSecurity, 35, accident regardless, of, injury, 
publicSecurity, 35, accident regardless, of, injury, 
publicSecurity, 35, Woman, quality, crashes, 
publicSecurity, 35, downtown, quality, Charleston, 
publicSecurity, 35, other, quality, driversOn Thursday, 
publicSecurity, 36, home, for, earthquakes, 
publicSecurity, 36, home, for, disasters, 
publicSecurity, 36, home, for at, City of Malibu, 
publicSecurity, 36, home, for at, Trancas Country Market center, 
publicSecurity, 36, other, quality, disasters, 
publicSecurity, 36, 15, number, AM, 
publicSecurity, 36, 3:00, number, PM, 
publicSecurity, 36, Attend, of, speaker panels, 
publicSecurity, 36, Attend, of, panelists, 
publicSecurity, 36, expert, quality, panelists, 
publicSecurity, 36, one, number, speaker panels, 
publicSecurity, 37, Cedar Falls, said, payroll, 
publicSecurity, 37, Cedar Falls, said for, model, 
publicSecurity, 37, model, of, police officers and firefighters, 
publicSecurity, 37, police officers and firefighters, totaled, dollars, 
publicSecurity, 37, traditional, quality, model, 
publicSecurity, 37, separate, quality, police officers and firefighters, 
publicSecurity, 37, more, quality, payroll, 
publicSecurity, 37, nine, number, dollars, 
publicSecurity, 37, years, trained as, firefighters, 
publicSecurity, 37, years, said, Olson, 
publicSecurity, 37, two, number, years, 
publicSecurity, 38, leader, in, Augmented IdentityTM, 
publicSecurity, 38, Augmented IdentityTM, be, celebrating, 
publicSecurity, 38, celebrating, of, Annual Public Security Users Conference, 
publicSecurity, 38, leader, in from, April, 
publicSecurity, 38, global, quality, leader, 
publicSecurity, 38, 30, number, May, 
publicSecurity, 38, 2, number, , 
publicSecurity, 38, kind, has, running, 
publicSecurity, 38, kind, has for, years of dedication, 
publicSecurity, 38, years of dedication, victim, rights, 
publicSecurity, 38, years of dedication, victim, knowledge of law enforcement, 
publicSecurity, 38, kind, has in, security space, 
publicSecurity, 38, John Walsh, is, keynote speaker, 
publicSecurity, 38, long, quality, kind, 
publicSecurity, 38, public, quality, security space, 
publicSecurity, 38, perfect, quality, keynote speaker, 
publicSecurity, 38, 40, number, years of dedication, 
publicSecurity, 39, CDWG law enforcement customers, with, respect, 
publicSecurity, 39, Politicians and community activists, seized on, police body cameras, 
publicSecurity, 39, Politicians and community activists, seized on as, way, 
publicSecurity, 39, way, maintain, trust, 
publicSecurity, 39, public, quality, trust, 
publicSecurity, 40, Steen Alvin Skinner, helped, roof, 
publicSecurity, 40, Steen Alvin Skinner, helped by, way, 
publicSecurity, 40, way, of, ladder, 
publicSecurity, 40, way, of, trespass.ID theft, 
publicSecurity, 40, ladder, —, woman, 
publicSecurity, 40, ladder, came into, Law Enforcement Center, 
publicSecurity, 40, Steen Alvin Skinner, helped at, a.m., 
publicSecurity, 40, Steen Alvin Skinner, helped on, Friday, 
publicSecurity, 40, Friday, report, someone, 
publicSecurity, 40, Friday, had, Social Security number, 
publicSecurity, 40, Friday, open, Comcast account, 
publicSecurity, 40, Steen Alvin Skinner, helped without, permission, 
publicSecurity, 40, second-degree, quality, ladder, 
publicSecurity, 40, 29, number, roof, 
publicSecurity, 40, 11:51, number, a.m., 
publicSecurity, 40, Trains and warrants, — At, p.m. Friday, 
publicSecurity, 40, officer, responded, reports, 
publicSecurity, 40, reports, of, man, 
publicSecurity, 40, Trains and warrants, — At with, head, 
publicSecurity, 40, Trains and warrants, — At on, railroad tracks, 
publicSecurity, 40, Trains and warrants, — At at, Northeast Highway, 
publicSecurity, 40, Trains and warrants, — At at, Circle Boulevard, 
publicSecurity, 40, 12:38, number, p.m. Friday, 
publicSecurity, 40, 99W, number, Circle Boulevard, 
publicSecurity, 41, block NW Van Buren Ave. A man, reported, handgun, 
publicSecurity, 41, block NW Van Buren Ave. A man, stolen from, vehicle, 
publicSecurity, 41, block NW Van Buren Ave. A man, reported in, days.Car theft, 
publicSecurity, 41, days.Car theft, —, p.m. Thursday, 
publicSecurity, 41, block SW Third St. A man, reported, Honda Accord, 
publicSecurity, 41, block SW Third St. A man, stolen from, Safeway parking lot, 
publicSecurity, 41, previous, quality, vehicle, 
publicSecurity, 41, 9:30, number, p.m. Thursday, 
publicSecurity, 41, 1300, number, block NW Van Buren Ave. A man, 
publicSecurity, 41, two, number, days.Car theft, 
publicSecurity, 41, 10:30, number, p.m. Thursday, 
publicSecurity, 41, 400, number, block SW Third St. A man, 
publicSecurity, 41, 1996, number, Honda Accord, 
publicSecurity, 41, Car theft, –, Friday, 
publicSecurity, 41, block NW Grant Ave. A man, reported, Honda CRV, 
publicSecurity, 41, block NW Grant Ave. A man, stolen from, driveway, 
publicSecurity, 41, Car theft, – overnight.BENTON, COUNTY SHERIFF Theft of tires, 
publicSecurity, 41, COUNTY SHERIFF Theft of tires, —, p.m. Thursday, 
publicSecurity, 41, Car theft, – at, Les Schwab, 
publicSecurity, 41, Les Schwab, reported, someone cut, 
publicSecurity, 41, Car theft, – in, fence, 
publicSecurity, 41, Car theft, – in, tires, 
publicSecurity, 41, fence, valued at, bike, 
publicSecurity, 41, Car theft, – with, activity, 
publicSecurity, 41, activity, —, p.m. Tuesday, 
publicSecurity, 41, woman, went, Mountain View Elementary School, 
publicSecurity, 41, woman, went, student, 
publicSecurity, 41, stole, quality, fence, 
publicSecurity, 41, trailer.Suspicious, quality, activity, 
publicSecurity, 41, unknown, quality, woman, 
publicSecurity, 41, 6:37, number, Friday, 
publicSecurity, 41, 3000, number, block NW Grant Ave. A man, 
publicSecurity, 41, 1:25, number, p.m. Thursday, 
publicSecurity, 41, 2000, number, block SW Third St., 
